center,angle
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
[29 75],2.8125
